runtime,title,directors,genres
79.0,Hotel Reserve,"Lance Comfort, Mutz Greenbaum, Victor Hanbury","Mystery,Thriller"
85.0,Hell Is Sold Out,Michael Anderson,Drama
104.0,The Union: The Business Behind Getting High,Brett Harvey,Documentary
119.0,Decision Before Dawn,Anatole Litvak,"Drama,War"
120.0,I Am Love,Luca Guadagnino,"Drama,Romance"
84.0,Circle of Eight,Stephen Cragg,"Horror,Mystery,Sci-Fi"
85.0,Ballet Shoes,,
120.0,Disgrace,Steve Jacobs,Drama
80.0,For the Love of Movies: The Story of American Film Criticism,Gerald Peary,"Documentary,History"
90.0,Aria,"Robert Altman, Bruce Beresford, Bill Bryden, Jean-Luc Godard, Derek Jarman, Franc Roddam, Nicolas Roeg, Ken Russell, Charles Sturridge, Julien Temple","Comedy,Drama,Music"
106.0,The Silent Partner,"Daryl Duke, Curtis Hanson","Comedy,Crime,Drama"
93.0,Normal Adolescent Behavior,Beth Schacter,"Drama,Romance"
98.0,Hell,Danis Tanovic,Drama
81.0,LEGO: The Adventures of Clutch Powers,,
82.0,American Virgin,Clare Kilner,Comedy
94.0,Dogtooth,Yorgos Lanthimos,"Drama,Thriller"
94.0,Genova,Michael Winterbottom,"Drama,Mystery,Romance"
132.0,City of Life and Death,Chuan Lu,"Drama,History,War"
83.0,Scarecrows,William Wesley,"Action,Crime,Horror"
93.0,The Beast,Walerian Borowczyk,"Drama,Fantasy,Horror"
89.0,Don's Plum,RD Robb,"Comedy,Drama"
73.0,Huset vid vägens ände,"Martin Kjellberg, Nils Wåhlin","Horror,Thriller"
87.0,The Dunwich Horror,,
113.0,"I Are You, You Am Me",Nobuhiko Ôbayashi,Comedy
155.0,Chizuko's Younger Sister,Nobuhiko Ôbayashi,"Drama,Fantasy"
100.0,As Good As Dead,Jonathan Mossek,"Crime,Thriller"
108.0,Glory to the Filmmaker!,Takeshi Kitano,"Comedy,Drama"
119.0,Achilles and the Tortoise,Takeshi Kitano,"Comedy,Drama"
89.0,The Moment After,Wes Llewellyn,"Action,Drama,Sci-Fi"
87.0,Bananas!*,Fredrik Gertten,"Crime,Documentary,Drama"
77.0,Texas Carnival,Charles Walters,"Comedy,Music,Romance"
97.0,The Losers,Sylvain White,"Action,Adventure,Comedy"
89.0,Tenure,Mike Million,"Comedy,Drama"
35.0,Panda! Go Panda!,,
107.0,The Last Song,Julie Anne Robinson,"Drama,Music,Romance"
99.0,Chained Heat,Paul Nicholas,"Action,Crime,Drama"
91.0,Cyrus,"Jay Duplass, Mark Duplass","Comedy,Drama,Romance"
92.0,The Human Centipede (First Sequence),Tom Six,Horror
136.0,The Ten Commandments,Cecil B. DeMille,"Biography,Drama,History"
121.0,This Is the Army,Michael Curtiz,Musical
104.0,Darkness and Light,Tso-chi Chang,Drama
109.0,The Best Of Times,Tso-chi Chang,"Crime,Drama,Thriller"
94.0,Ben,Phil Karlson,"Drama,Horror,Thriller"
85.0,Operator 13,Richard Boleslawski,"Drama,History,Musical"
87.0,Exit Through the Gift Shop,Banksy,"Comedy,Crime,Documentary"
118.0,Summer and Smoke,Peter Glenville,"Drama,Romance"
88.0,Bloody Territories,Yasuharu Hasebe,"Action,Crime"
85.0,Stray Cat Rock: Sex Hunter,Yasuharu Hasebe,"Crime,Thriller"
130.0,Julia Sweeney - Letting Go of God,Julia Sweeney,Documentary
67.0,King of the Zombies,Jean Yarbrough,"Adventure,Comedy,Horror"
91.0,The Last Voyage,Andrew L. Stone,"Action,Adventure,Drama"
116.0,Night Must Fall,Richard Thorpe,"Drama,Mystery,Thriller"
95.0,Night Train to Munich,Carol Reed,"Drama,Romance,Thriller"
102.0,Pinky,"Elia Kazan, John Ford",Drama
107.0,Tobruk,Arthur Hiller,"Drama,War"
81.0,Stray Cat Rock: Delinquent Girl Boss,Yasuharu Hasebe,"Action,Crime,Drama"
104.0,Solomon Kane,MJ Bassett,"Action,Adventure,Fantasy"
125.0,Blood and Sand,Rouben Mamoulian,"Drama,Romance,Sport"
124.0,Iron Man 2,Jon Favreau,"Action,Sci-Fi"
93.0,Lebanon,Samuel Maoz,"Drama,War"
79.0,Johnny Angel,Edwin L. Marin,"Crime,Drama,Film-Noir"
90.0,The Dark Tower,John Harlow,"Drama,Thriller"
84.0,Reindeerspotting - Escape From Santaland,Joonas Neuvonen,Documentary
87.0,Marmaduke,Tom Dey,"Comedy,Family"
90.0,MacGruber,Jorma Taccone,"Action,Comedy"
108.0,Ca$h,Stephen Milburn Anderson,"Crime,Thriller"
86.0,Lucky Luke and the Daltons,Philippe Haïm,"Comedy,Western"
140.0,Three,"Peter Ho-Sun Chan, Kim Jee-woon, Nonzee Nimibutr","Horror,Mystery"
106.0,Three Men and a Cradle,Coline Serreau,Comedy
107.0,"When I Grow Up, I'll Be a Kangaroo",Radivoje Andric,Comedy
121.0,The Sky Crawlers,Mamoru Oshii,"Animation,Drama,Sci-Fi"
111.0,The Bridesmaid,Claude Chabrol,"Drama,Romance,Thriller"
124.0,Games of Love and Chance,Abdellatif Kechiche,"Comedy,Drama,Romance"
117.0,Voyager,Volker Schlöndorff,"Drama,Romance"
88.0,Dead of Night,Bob Clark,"Drama,Horror,Thriller"
110.0,The Man on the Roof,Bo Widerberg,"Action,Crime,Drama"
108.0,Vengeance,Johnnie To,"Action,Crime,Thriller"
98.0,Crazy Stone,Hao Ning,"Comedy,Crime,Drama"
85.0,Living Death,,
95.0,Three Sailors and a Girl,Roy Del Ruth,"Comedy,Musical"
79.0,The 3rd Voice,Hubert Cornfield,"Crime,Drama,Thriller"
108.0,Getting Any?,Takeshi Kitano,Comedy
89.0,Bitten,,
100.0,Big River Man,John Maringouin,Documentary
85.0,Seven Dollars on the Red,Alberto Cardone,"Drama,Western"
62.0,Aces and Eights,Sam Newfield,"Drama,Western"
87.0,Virtuality,,
91.0,"Tora-san, Our Lovable Tramp",Yôji Yamada,"Comedy,Drama,Romance"
95.0,The Good Heart,Dagur Kári,"Comedy,Drama"
120.0,Cargo,"Ivan Engler, Ralph Etter","Drama,Mystery,Sci-Fi"
95.0,A Nightmare on Elm Street,Samuel Bayer,"Crime,Drama,Horror"
101.0,Four Lions,Christopher Morris,"Comedy,Crime,Drama"
75.0,Cream Lemon,Nobuhiro Yamashita,"Comedy,Drama,Romance"
124.0,Bobby Deerfield,Sydney Pollack,"Drama,Romance"
95.0,Diary of a Nymphomaniac,Christian Molina,"Drama,Romance"
100.0,Lord Save Us,,
89.0,Gunless,William Phillips,"Action,Comedy,Drama"
92.0,Furry Vengeance,Roger Kumble,"Comedy,Family"
79.0,The Shock Doctrine,"Mat Whitecross, Michael Winterbottom","Documentary,History"
110.0,"Fine, Totally Fine",Yosuke Fujita,"Comedy,Drama,Romance"
105.0,Armadillo,Janus Metz,"Documentary,War"
132.0,Stage Door Canteen,Frank Borzage,"Comedy,Romance,War"
134.0,You Don't Know Jack,,
106.0,St Trinian's 2: The Legend of Fritton's Gold,"Oliver Parker, Barnaby Thompson","Adventure,Comedy,Family"
100.0,The Disappearance of Alice Creed,J Blakeson,"Crime,Thriller"
117.0,12 Angry Men,,
92.0,Tales of Terror from Tokyo and All Over Japan: The Movie,"Keita Amemiya, Shun'ichi Hirano, Ryûta Miyake, Hirohisa Sasaki, Kôsuke Suzuki, Keisuke Toyoshima, Akio Yoshida",Horror
140.0,Robin Hood,Ridley Scott,"Action,Adventure,Drama"
83.0,Naked Childhood,Maurice Pialat,Drama
117.0,Lovers & Leavers,Aku Louhimies,"Drama,Romance"
0.0,Kohtaamisia,Saara Cantell,Drama
80.0,Little Fugitive,"Ray Ashley, Morris Engel, Ruth Orkin","Drama,Family"
106.0,Merantau,Gareth Evans,"Action,Drama,Thriller"
120.0,Gold,Peter R. Hunt,"Adventure,Drama,Romance"
117.0,I'll Cry Tomorrow,Daniel Mann,"Biography,Drama,Music"
88.0,The Red Chapel,Mads Brügger,"Comedy,Documentary"
85.0,American Gothic,John Hough,Horror
80.0,An Inn in Tokyo,Yasujirô Ozu,Drama
105.0,The Chalk Garden,Ronald Neame,"Drama,Mystery"
124.0,Hollywood Canteen,Delmer Daves,"Comedy,Music,Romance"
61.0,Stingray Sam,Cory McAbee,"Comedy,Musical,Sci-Fi"
95.0,In a Dark Place,Donato Rotunno,"Horror,Thriller"
89.0,Art & Copy,Doug Pray,Documentary
96.0,Harishchandrachi Factory,Paresh Mokashi,"Biography,Comedy,Drama"
88.0,Bonhoeffer: Agent of Grace,,
92.0,Love the Beast,Eric Bana,"Documentary,Sport"
73.0,Must Read After My Death,Morgan Dews,Documentary
97.0,Johnny Mad Dog,Jean-Stéphane Sauvaire,"Drama,War"
87.0,Sparrow,Johnnie To,"Drama,Romance"
89.0,Rancho Notorious,Fritz Lang,Western
83.0,Father and Son,Aleksandr Sokurov,Drama
116.0,Scavenger Hunt,Michael Schultz,Comedy
79.0,Deficit,Gael García Bernal,Drama
141.0,A Dirty Carnival,Ha Yoo,"Action,Crime,Drama"
87.0,The Phantom,João Pedro Rodrigues,"Drama,Romance"
90.0,Donkey Skin,Jacques Demy,"Comedy,Fantasy,Musical"
91.0,Me and Morrison,Lenka Hellstedt,"Comedy,Crime,Romance"
123.0,Kannathil Muthamittal,Mani Ratnam,"Action,Drama,Musical"
111.0,Times and Winds,Reha Erdem,Drama
106.0,Adam Resurrected,Paul Schrader,"Drama,War"
120.0,Halo Legends,,
128.0,Ritual,Hideaki Anno,Drama
87.0,Stoic,Uwe Boll,"Crime,Drama"
108.0,Dread,Anthony DiBlasi,"Drama,Horror,Thriller"
94.0,Cemetery Junction,"Ricky Gervais, Stephen Merchant","Comedy,Drama"
91.0,Hell's Highway: The True Story of Highway Safety Films,Bret Wood,"Documentary,History"
112.0,Blue Valentine,Derek Cianfrance,"Drama,Romance"
100.0,Killers,Robert Luketic,"Action,Comedy,Romance"
91.0,Tora-san's Rise and Fall,Yôji Yamada,Comedy
114.0,Tora-san's Love Call,Yôji Yamada,Comedy
,Esa ja Vesa – auringonlaskun ratsastajat,Aleksi Mäkelä,"Action,Adventure,Comedy"
150.0,The Adventures of Tarzan,"Robert F. Hill, Scott Sidney","Action,Adventure"
80.0,The Velvet Vampire,Stephanie Rothman,Horror
88.0,Puppet Master vs Demonic Toys,,
120.0,Ween: Live in Chicago,,
132.0,Sada,Nobuhiko Ôbayashi,"Biography,Drama"
78.0,Aerial Gunner,William H. Pine,Drama
79.0,Panama Hattie,"Norman Z. McLeod, Roy Del Ruth, Vincente Minnelli","Comedy,Musical"
82.0,Lucky Night,Norman Taurog,"Comedy,Drama"
108.0,Delusions of Grandeur,Gérard Oury,"Adventure,Comedy,History"
90.0,The Grim Reaper,Joe D'Amato,Horror
86.0,Death and Cremation,Justin Steele,"Drama,Horror,Thriller"
94.0,Buried,Rodrigo Cortés,"Drama,Mystery,Thriller"
94.0,Sleep Furiously,Gideon Koppel,Documentary
70.0,Parisian Love,Louis J. Gasnier,"Crime,Drama,Romance"
91.0,Girl with Green Eyes,Desmond Davis,"Drama,Romance"
115.0,The Forbidden Door,Joko Anwar,"Horror,Mystery,Thriller"
81.0,The Ape,Jesper Ganslandt,"Drama,Thriller"
72.0,Life After Tomorrow,"Gil Cates Jr., Julie Stevens",Documentary
112.0,Shake Hands With the Devil,"Jennifer Capraru, Roger Spottiswoode","Drama,History,War"
116.0,Prince of Persia: The Sands of Time,Mike Newell,"Action,Adventure,Fantasy"
109.0,Artists and Models,Frank Tashlin,"Comedy,Musical,Romance"
90.0,Please Give,Nicole Holofcener,"Comedy,Drama"
32.0,Peter & the Wolf,,
113.0,Hoffman,Alvin Rakoff,Drama
115.0,True Legend,Yuen Woo-Ping,"Action,Drama,History"
90.0,The Reeds,Nick Cohen,"Horror,Mystery,Thriller"
89.0,The Tomb,Michael Staininger,"Horror,Thriller"
66.0,Supermen of Malegaon,Faiza Ahmad Khan,Documentary
150.0,Baarìa,Giuseppe Tornatore,"Comedy,Drama"
110.0,Reunion,Jerry Schatzberg,"Drama,History"
84.0,At Midnight I'll Take Your Soul,José Mojica Marins,Horror
73.0,Ricky Gervais Live: Animals,,
68.0,Ricky Gervais Live 2: Politics,,
96.0,The Wedding Weekend,Bruce Leddy,"Comedy,Drama,Music"
90.0,Tokyo Chorus,Yasujirô Ozu,"Comedy,Drama"
146.0,Sex and the City 2,Michael Patrick King,"Comedy,Drama,Romance"
157.0,Young Winston,Richard Attenborough,"Biography,Drama,War"
116.0,The Black Rose,Henry Hathaway,"Adventure,History,Romance"
88.0,The Sniper,Edward Dmytryk,"Crime,Drama,Film-Noir"
0.0,Firaaq,Nandita Das,"Drama,History,Thriller"
123.0,Chhoti Si Baat,Basu Chatterjee,"Comedy,Romance"
120.0,The Past Is a Foreign Land,Daniele Vicari,Drama
80.0,Brief Interviews with Hideous Men,John Krasinski,"Comedy,Drama"
109.0,Get Him to the Greek,Nicholas Stoller,"Comedy,Music"
77.0,Detour,Severin Eskeland,"Horror,Thriller"
97.0,Unthinkable,Gregor Jordan,"Crime,Drama,Thriller"
165.0,The Other Side of Midnight,Charles Jarrott,"Drama,Romance,Thriller"
84.0,Our Dancing Daughters,Harry Beaumont,Drama
95.0,Betrayal,David Hugh Jones,"Drama,Thriller"
125.0,Romeo and Juliet,George Cukor,"Drama,Romance"
70.0,The Drawn Together Movie: The Movie!,Greg Franklin,"Animation,Comedy,Mystery"
100.0,It's Good to Be Alive,,
110.0,Friendship!,Markus Goller,"Adventure,Comedy"
106.0,The Back-Up Plan,Alan Poul,"Comedy,Romance"
104.0,Splice,Vincenzo Natali,"Horror,Sci-Fi"
155.0,Tales from the Golden Age,"Hanno Höfer, Razvan Marculescu, Cristian Mungiu, Constantin Popescu, Ioana Uricaru","Comedy,History"
107.0,May Fools,Louis Malle,"Comedy,Romance"
114.0,A Tale of Winter,Éric Rohmer,"Drama,Romance"
72.0,Hail Mary,Jean-Luc Godard,Drama
106.0,No One Knows About Persian Cats,Bahman Ghobadi,"Drama,Music"
180.0,Burnt by the Sun 2: Intercession,Nikita Mikhalkov,"Drama,History,War"
84.0,The Knack... and How to Get It,Richard Lester,Comedy
119.0,El Greco,Yannis Smaragdis,"Biography,Drama"
99.0,Adulthood,Noel Clarke,"Crime,Drama"
105.0,Letters to Juliet,Gary Winick,"Adventure,Comedy,Drama"
94.0,The Descent: Part 2,Jon Harris,"Adventure,Horror,Thriller"
82.0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,
100.0,The Reenactment,Lucian Pintilie,"Comedy,Drama"
97.0,The Beautiful Person,Christophe Honoré,"Comedy,Drama"
115.0,Mermaid,Anna Melikyan,"Comedy,Drama,Fantasy"
94.0,Humble Pie,Chris Bowman,"Comedy,Drama"
112.0,Gervaise,René Clément,Drama
89.0,Wonderful World,Joshua Goldin,"Comedy,Drama,Romance"
96.0,The Song of Sparrows,Majid Majidi,"Drama,Family"
101.0,Exam,Stuart Hazeldine,"Crime,Mystery,Thriller"
65.0,"Go, Go Second Time Virgin",Kôji Wakamatsu,"Drama,Horror"
85.0,The Corridor,Sharunas Bartas,Drama
98.0,No Time for Comedy,William Keighley,"Comedy,Drama,Romance"
85.0,How to Be,Oliver Irving,"Comedy,Drama"
273.0,La Roue,Abel Gance,Drama
180.0,The Knot,Aleksandr Sokurov,Documentary
67.0,Blood Wedding,Carlos Saura,"Drama,Music,Romance"
85.0,It Happened Tomorrow,René Clair,"Comedy,Fantasy,Romance"
216.0,Salaam-E-Ishq,Nikkhil Advani,"Comedy,Drama,Musical"
158.0,Chance Pe Dance,Ken Ghosh,"Comedy,Drama,Music"
109.0,Bless the Beasts & Children,Stanley Kramer,"Comedy,Drama"
93.0,Whoopee!,Thornton Freeland,"Comedy,Musical,Romance"
103.0,Dr. Ehrlich's Magic Bullet,William Dieterle,"Biography,Drama"
93.0,The House on Telegraph Hill,Robert Wise,"Crime,Drama,Film-Noir"
100.0,How About You...,Anthony Byrne,"Comedy,Drama"
85.0,Edge of the City,Martin Ritt,Drama
109.0,No Greater Love,Brad J. Silverman,"Drama,Romance"
131.0,A Woman in Berlin,Max Färberböck,"Biography,Drama,History"
83.0,Talhotblond,Barbara Schroeder,"Crime,Documentary,Thriller"
99.0,Godspeed,Robert Saitzyk,"Drama,Mystery,Thriller"
105.0,Tortilla Flat,Victor Fleming,"Comedy,Drama,Romance"
102.0,Three Little Words,Richard Thorpe,"Biography,Comedy,Musical"
80.0,Jonah Hex,Jimmy Hayward,"Action,Drama,Fantasy"
117.0,The A-Team,Joe Carnahan,"Action,Adventure,Crime"
104.0,Gigot,Gene Kelly,Comedy
135.0,Dhoondte Reh Jaoge,Umesh Shukla,"Comedy,Crime,Drama"
165.0,Othello,Stuart Burge,Drama
103.0,Toy Story 3,Lee Unkrich,"Adventure,Animation,Comedy"
84.0,Joan Rivers: A Piece of Work,"Ricki Stern, Anne Sundberg","Biography,Comedy,Documentary"
98.0,No Highway in the Sky,Henry Koster,"Drama,Thriller"
108.0,"East Side, West Side",Mervyn LeRoy,"Drama,Romance"
97.0,Adrift,Heitor Dhalia,Drama
130.0,In the Beginning,Xavier Giannoli,"Crime,Drama"
90.0,The Halloween Tree,,
79.0,Ricky Gervais Live 3: Fame,,
132.0,Aladin,Sujoy Ghosh,"Action,Adventure,Fantasy"
100.0,Winter's Bone,Debra Granik,"Crime,Drama,Mystery"
9.0,Tell-Tale,,
105.0,Drama/Mex,Gerardo Naranjo,Drama
95.0,Dream,Kim Ki-duk,"Drama,Fantasy,Mystery"
110.0,Don't Look Back,Marina de Van,"Drama,Horror,Mystery"
127.0,Mandingo,Richard Fleischer,"Drama,History,Romance"
130.0,Clouds of May,Nuri Bilge Ceylan,Drama
100.0,Les Biches,Claude Chabrol,Drama
102.0,The Scalphunters,Sydney Pollack,"Comedy,Drama,Western"
104.0,Nekromantik 2,Jörg Buttgereit,Horror
106.0,Barking Dogs Never Bite,Bong Joon Ho,"Comedy,Drama"
55.0,A Man There Was,Victor Sjöström,"Drama,War"
88.0,Shark in Venice,Danny Lerner,"Action,Adventure,Comedy"
118.0,Casino Jack and the United States of Money,Alex Gibney,Documentary
193.0,Under the North Star,Timo Koivusalo,"Drama,Romance,War"
93.0,Shrek Forever After,Mike Mitchell,"Adventure,Animation,Comedy"
90.0,The Open Road,Michael Meredith,"Comedy,Drama"
90.0,Magic Man,Stuart Cooper,"Crime,Mystery,Thriller"
22.0,A Sense of History,,
60.0,A Hot Dog Program,,
234.0,The Ashes,Andrzej Wajda,"Drama,History,War"
119.0,Everyone Else,Maren Ade,"Drama,Romance"
85.0,Rampage,Uwe Boll,"Action,Crime,Thriller"
80.0,Coming Down The Mountain,,
111.0,Princess Raccoon,Seijun Suzuki,"Comedy,Fantasy,Musical"
139.0,Heat-Haze Theatre,Seijun Suzuki,"Fantasy,Romance,Thriller"
88.0,Children in the Wind,Hiroshi Shimizu,Drama
,El próximo Oriente,Fernando Colomo,"Comedy,Romance"
109.0,The Killer Inside Me,Michael Winterbottom,"Crime,Drama,Mystery"
96.0,The Wild Hunt,Alexandre Franchi,"Drama,Thriller"
86.0,Acla's Descent into Floristella,Aurelio Grimaldi,Drama
166.0,J'accuse!,Abel Gance,"Drama,Horror,War"
93.0,The Moment After 2: The Awakening,Wes Llewellyn,"Drama,Sci-Fi,Thriller"
106.0,Mercy Streets,Jon Gunn,"Action,Crime,Drama"
95.0,The Guitar,Amy Redford,"Drama,Music,Romance"
99.0,TiMER,Jac Schaeffer,"Comedy,Drama,Romance"
90.0,The Trespasser,Edmund Goulding,"Drama,Romance"
91.0,A Woman of Affairs,Clarence Brown,Drama
88.0,Chelsea on the Rocks,Abel Ferrara,Documentary
113.0,Heart Like A Wheel,Jonathan Kaplan,"Biography,Drama,Romance"
357.0,Little Dorrit,Christine Edzard,"Drama,Romance"
101.0,Saving God,Duane Crichton,"Crime,Drama"
102.0,24: Redemption,,
140.0,Captain from Castile,Henry King,"Adventure,Drama"
102.0,One of Our Aircraft Is Missing,"Michael Powell, Emeric Pressburger","Action,Adventure,Drama"
95.0,Diary of a Mad Housewife,Frank Perry,"Comedy,Drama"
93.0,Best Worst Movie,Michael Paul Stephenson,"Comedy,Documentary"
90.0,Beetle Queen Conquers Tokyo,Jessica Oreck,Documentary
90.0,The Deal,,
93.0,The Special Relationship,,
98.0,Three Comrades,Frank Borzage,"Drama,Romance"
124.0,The Twilight Saga: Eclipse,David Slade,"Action,Adventure,Drama"
90.0,Solitary Man,"Brian Koppelman, David Levien","Comedy,Drama,Romance"
86.0,Hannah Free,Wendy Jo Carlton,"Drama,Romance"
80.0,Bluebeard,Catherine Breillat,"Drama,Fantasy,Romance"
96.0,The Betrayal (Nerakhoon),"Ellen Kuras, Thavisouk Phrasavath",Documentary
97.0,Wing and a Prayer,Henry Hathaway,"Action,Drama,War"
94.0,Tomorrow at Dawn,Denis Dercourt,Drama
161.0,Enter the Void,Gaspar Noé,"Drama,Fantasy"
101.0,The Cry of the Owl,Jamie Thraves,"Drama,Mystery,Thriller"
108.0,The World According to Monsanto,,
100.0,Dream Wife,Sidney Sheldon,"Comedy,Romance"
98.0,The Slender Thread,Sydney Pollack,Drama
104.0,Accident On Hill Road,Mahesh Nair,"Crime,Drama,Thriller"
99.0,Tennessee,Aaron Woodley,"Adventure,Comedy,Drama"
103.0,The Last Airbender,M. Night Shyamalan,"Action,Adventure,Family"
136.0,When Father Was Away on Business,Emir Kusturica,Drama
95.0,A Big Hand for the Little Lady,Fielder Cook,"Comedy,Western"
122.0,State of Siege,Costa-Gavras,"Crime,Drama,Mystery"
98.0,Whirlpool,Otto Preminger,"Crime,Drama,Film-Noir"
104.0,Little Lili,Claude Miller,"Drama,Romance"
104.0,Didier,Alain Chabat,"Comedy,Fantasy,Sport"
110.0,Grande école,Robert Salis,"Drama,Romance"
114.0,Fat People,Daniel Sánchez Arévalo,"Comedy,Drama"
115.0,This Happy Breed,David Lean,"Comedy,Drama"
89.0,Yella,Christian Petzold,"Drama,Horror,Romance"
116.0,Destricted,"Marina Abramovic, Matthew Barney, Marco Brambilla, Cecily Brown, Larry Clark, Sante D'Orazio, Marilyn Minter, Gaspar Noé, Richard Prince, Sam Taylor-Johnson, Tunga",Drama
69.0,Culloden,,
101.0,Distant Thunder,Satyajit Ray,History
56.0,Out of Mind: The Stories of H.P. Lovecraft,,
88.0,Cool Air,,
101.0,The Rain People,Francis Ford Coppola,Drama
94.0,I Even Met Happy Gypsies,Aleksandar Petrovic,Drama
109.0,Endgame,Pete Travis,"Drama,History"
90.0,Dead Air,Corbin Bernsen,"Horror,Sci-Fi,Thriller"
52.0,Puppetry of the Penis: Live at the Forum,,
99.0,The Island of Dr. Moreau,Don Taylor,"Adventure,Fantasy,Horror"
151.0,The Rolling Stones: Stones in Exile,Stephen Kijak,"Documentary,Music"
112.0,Les Cousins,Claude Chabrol,Drama
73.0,Dynamite Girl,Valentin Vaala,"Comedy,Crime"
88.0,Gumshoe,Stephen Frears,"Comedy,Crime,Drama"
99.0,Agallas,"Andrés Luque, Samuel Martín Mateos","Crime,Drama"
137.0,Salvador (Puig Antich),Manuel Huerga,"Biography,Drama,History"
93.0,Slam Dunk Ernest,,
107.0,Secrets of Women,Ingmar Bergman,"Comedy,Drama"
99.0,Romance on the High Seas,"Michael Curtiz, Busby Berkeley","Comedy,Musical,Mystery"
151.0,Empire of Dreams: The Story of the Star Wars Trilogy,,
67.0,South Park: Imaginationland,,
90.0,Marie and Bruce,Tom Cairns,"Comedy,Drama"
90.0,The Intern,Michael Lange,Comedy
96.0,Kurt Cobain: About a Son,AJ Schnack,"Documentary,Music"
82.0,Horror Business,,
125.0,Hold Back the Dawn,Mitchell Leisen,"Drama,Romance"
100.0,The Gazebo,George Marshall,"Comedy,Thriller"
98.0,9/11: The Twin Towers,Richard Dale,"Family,Fantasy,History"
78.0,We Stand Alone Together,,
107.0,Predators,Nimród Antal,"Action,Adventure,Sci-Fi"
89.0,Far North,Asif Kapadia,"Crime,Drama,Romance"
85.0,"Manson, My Name Is Evil",Reg Harkema,"Comedy,Crime"
127.0,Thank Your Lucky Stars,David Butler,"Comedy,Musical"
132.0,The Fixer,John Frankenheimer,Drama
86.0,When You're Strange,Tom DiCillo,"Documentary,Music"
95.0,The Flight That Fought Back,,
103.0,Hell and High Water,Samuel Fuller,"Action,Adventure,Drama"
112.0,Young Bess,George Sidney,"Biography,Drama,Romance"
95.0,Despicable Me,"Pierre Coffin, Chris Renaud","Adventure,Animation,Comedy"
126.0,So Proudly We Hail,Mark Sandrich,"Drama,Romance,War"
121.0,31 North 62 East,Tristan Loraine,Thriller
95.0,Irene in Time,Henry Jaglom,"Comedy,Drama,Romance"
114.0,Captains of the Clouds,Michael Curtiz,"Action,Drama,War"
93.0,The Front Line,David Gleeson,"Action,Crime,Drama"
121.0,The Girl of the Golden West,Robert Z. Leonard,"Drama,Musical,Romance"
114.0,Sweethearts,"W.S. Van Dyke, Robert Z. Leonard","Comedy,Musical,Mystery"
148.0,Inception,Christopher Nolan,"Action,Adventure,Sci-Fi"
102.0,Grown Ups,Dennis Dugan,Comedy
91.0,Thirst,,
109.0,The Sorcerer's Apprentice,Jon Turteltaub,"Action,Adventure,Family"
103.0,Tokyo Zombie,Sakichi Sato,"Action,Comedy,Horror"
97.0,Swedish Auto,Derek Sieg,Drama
104.0,Creepshow 3,,
109.0,Knight and Day,James Mangold,"Action,Adventure,Comedy"
99.0,The Greatest,Shana Feste,"Drama,Romance"
95.0,Roadracers,,
120.0,Raincoat,Rituparno Ghosh,"Drama,Romance"
89.0,The Fastest Gun Alive,Russell Rouse,"Drama,Western"
135.0,Nightwatching,Peter Greenaway,"Biography,Drama,History"
95.0,Fear City,Abel Ferrara,"Crime,Drama,Mystery"
100.0,Sade,Benoît Jacquot,"Biography,Drama,History"
176.0,The Phantom,,
140.0,The Karate Kid,Harald Zwart,"Action,Drama,Family"
90.0,The Good Guy,Julio DePietro,"Comedy,Romance"
110.0,Like Minds,Gregory Read,"Crime,Horror,Mystery"
102.0,The Yellow Handkerchief,Udayan Prasad,"Adventure,Drama,Romance"
183.0,Comrades,Bill Douglas,"Drama,History"
0.0,Snake-Crane Secret,Wu Ma,"Action,Drama"
128.0,Yumeji,Seijun Suzuki,Drama
144.0,Zigeunerweisen,Seijun Suzuki,"Horror,Mystery"
106.0,The Kids Are All Right,Lisa Cholodenko,"Comedy,Drama,Romance"
97.0,Perestroika,Slava Tsukerman,Drama
89.0,Terror Is a Man,"Gerardo de Leon, Eddie Romero","Horror,Romance,Sci-Fi"
84.0,The Twilight People,Eddie Romero,"Adventure,Horror,Sci-Fi"
104.0,A Serbian Film,Srdjan Spasojevic,"Horror,Mystery,Thriller"
98.0,Home,Ursula Meier,Drama
86.0,Cherrybomb,"Lisa Barros D'Sa, Glenn Leyburn","Action,Drama,Romance"
75.0,Batman: Under the Red Hood,,
129.0,Le Pont du Nord,Jacques Rivette,"Adventure,Crime,Drama"
55.0,My Boy,"Albert Austin, Victor Heerman","Comedy,Drama"
84.0,Mammy,Michael Curtiz,Comedy
81.0,The Wizard of Oz,Larry Semon,"Adventure,Comedy,Family"
100.0,Salt,Phillip Noyce,"Action,Thriller"
90.0,Sinbad,Zoltán Huszárik,"Drama,Romance"
88.0,The Hamster Factor and Other Tales of Twelve Monkeys,,
85.0,Winnebago Man,Ben Steinbauer,"Biography,Comedy,Documentary"
83.0,Crime of Passion,Gerd Oswald,"Crime,Drama,Film-Noir"
78.0,The Patsy,King Vidor,"Comedy,Drama,Romance"
135.0,Passing Strange,"Spike Lee, Annie Dorsen","Documentary,Musical"
94.0,Beware of the Car!,Eldar Ryazanov,"Comedy,Crime,Romance"
87.0,Peg o' My Heart,Robert Z. Leonard,"Drama,Romance"
77.0,Downstairs,Monta Bell,"Drama,Romance"
